image,site,batch,usable,ai_answer_overlay,ai_overlay_text,ai_scene_type,ai_through_glass,ai_tourist_infrastructure,ai_quality,ai_usable,ai_why,human_verdict,human_reason,human_verified_by,human_note
streetview/athens_national/938884226879059.jpg,athens_national,3,False,False,,street,False,False,4.0,True,"Clear street path with lush greenery, no overlay",exclude,very little information,,
streetview/barcelona_born/130726912407135.jpg,barcelona_born,2,True,False,,street,False,,4.0,True,Clear outdoor view of building entrance with good lighting and detail.,keep,,,
streetview/barcelona_born/136747261993761.jpg,barcelona_born,2,False,False,,street,False,,4.0,True,Clear street view with shop signs and architecture,exclude,,,
streetview/barcelona_born/1541664506169183.jpg,barcelona_born,2,False,False,,street,False,,4.0,True,Clear street view with multiple contextual details,exclude,,,
streetview/barcelona_born/154292879972289.jpg,barcelona_born,2,True,False,,street,False,,4.0,True,"Clear street scene with buildings, signage, and people.",keep,,,
streetview/barcelona_born/1763429590484769.jpg,barcelona_born,2,True,False,,street,False,,4.0,True,"Clear street scene with buildings, shutters, and paving.",keep,,,
streetview/barcelona_born/2879680912360116.jpg,barcelona_born,2,True,False,,street,False,,4.0,True,Clear outdoor street view with architectural details and legible signage.,keep,,,
streetview/barcelona_born/2966530306917384.jpg,barcelona_born,2,True,False,,street,False,,4.0,True,"Clear street view with buildings, truck, and palm tree visible.",keep,,,
streetview/barcelona_born/469376974325113.jpg,barcelona_born,2,True,False,,street,False,,4.0,True,Clear street view with architectural details and vegetation.,keep,,,
streetview/barcelona_born/602722907563326.jpg,barcelona_born,2,True,False,,street,False,,4.0,True,Sharp street view with building details and shop signage.,keep,,,
streetview/barcelona_born/632625671313587.jpg,barcelona_born,2,True,False,,street,False,,4.0,True,Clear street scene with building signage and storefronts visible.,keep,,,
streetview/barcelona_born/891891641592034.jpg,barcelona_born,2,True,False,,street,False,,4.0,True,Clear outdoor street view with distinctive architecture and people,keep,,,
streetview/barcelona_fontana/169553275075263.jpg,barcelona_fontana,3,True,False,,street,False,False,4.0,True,"Clear street view with buildings, sidewalk, and pedestrians.",keep,,,
streetview/barcelona_fontana/903410113723266.jpg,barcelona_fontana,3,True,False,,street,False,False,5.0,True,"Clear street view with road signs, buildings, vehicle and storefronts.",keep,,,
streetview/barcelona_fontana/925897087984306.jpg,barcelona_fontana,3,True,False,,street,False,False,4.0,True,"No overlay, clear street view with good context.",keep,,,
streetview/barcelona_gracia/1069851416875071.jpg,barcelona_gracia,2,True,False,,street,False,,4.0,True,"No overlays, clear street scene with buildings, cars, and context.",keep,,,
streetview/barcelona_gracia/118053340582959.jpg,barcelona_gracia,2,False,False,,street,False,,4.0,True,"Night street scene with bins, sidewalk, and buildings visible.",exclude,,,
streetview/barcelona_gracia/130180989095863.jpg,barcelona_gracia,2,True,False,,street,False,,4.0,True,"Clear street view with visible signs and architecture, providing good geolocation clues.",keep,,,
streetview/barcelona_gracia/1503795656627110.jpg,barcelona_gracia,2,True,False,,street,False,,4.0,True,"clear street view, no overlay, good lighting",keep,,,
streetview/barcelona_gracia/152795696732644.jpg,barcelona_gracia,2,True,False,,street,False,,4.0,True,clear street scene with signage and architectural details,keep,,,
streetview/barcelona_gracia/1848704285297127.jpg,barcelona_gracia,2,False,False,,street,False,,4.0,True,Upside down street scene with clear signage and trees.,exclude,,,
streetview/barcelona_gracia/222539880092757.jpg,barcelona_gracia,2,False,False,,street,False,,2.0,True,Blurry night street view with parked cars and graffiti.,exclude,,,
streetview/barcelona_gracia/250464383903308.jpg,barcelona_gracia,2,False,False,,other,False,,0.0,False,Extremely blurry abstract image with no street context.,exclude,,,
streetview/barcelona_gracia/251335710105974.jpg,barcelona_gracia,2,False,False,,street,False,,3.0,True,"Upside-down street view with buildings and trees, usable despite darkness.",exclude,upside_down,human+ai,整张图上下颠倒。图片充足故直接排除；倒置会引入与上下文锚定无关的混淆
streetview/barcelona_gracia/482987852930523.jpg,barcelona_gracia,2,True,False,,street,False,,4.0,True,Clear street scene with signs and landmarks,keep,,,
streetview/barcelona_gracia/509339620193276.jpg,barcelona_gracia,2,True,False,,street,False,,4.0,True,"Clear street scene with street signs, no overlaid text, good quality for geolocation.",keep,,,
streetview/barcelona_gracia/822841841772046.jpg,barcelona_gracia,2,True,False,,street,False,,4.0,True,Clear street view with no overlays.,keep,,,
streetview/barcelona_lesseps/311229690351886.jpg,barcelona_lesseps,3,True,False,,street,False,False,4.0,True,Clear street view with buildings and shop signs,keep,,,
streetview/barcelona_lesseps/385781315930165.jpg,barcelona_lesseps,3,True,False,,street,False,False,4.0,True,Clear street view with architecture and signage visible.,keep,,,
streetview/barcelona_lesseps/959515401496753.jpg,barcelona_lesseps,3,False,False,,street,False,False,4.0,True,"Street scene with signs, buildings, cars; rotated but clear.",exclude,,,
streetview/barcelona_sants/1588925905601534.jpg,barcelona_sants,3,True,False,,street,False,False,4.0,True,"Clear street view with buildings, trees, and traffic.",keep,,,
streetview/barcelona_sants/319384572948975.jpg,barcelona_sants,3,True,False,,street,False,False,3.0,True,"No overlays, clear street/plaza view, but slightly blurry.",keep,,,
streetview/barcelona_sants/822762453806968.jpg,barcelona_sants,3,True,False,,street,False,False,4.0,True,"Clear street scene with bus, signage, and buildings.",keep,,,
streetview/berlin_alte/1050475080000534.jpg,berlin_alte,3,False,False,,street,False,False,4.0,True,Clear railway tracks and surrounding buildings provide ample context.,exclude,,,
streetview/berlin_alte/1348620445524301.jpg,berlin_alte,3,True,False,,street,False,False,4.0,True,Clear outdoor colonnade with classical architecture and pedestrians.,keep,,,
streetview/berlin_alte/520816485597299.jpg,berlin_alte,3,False,False,,street,False,False,2.0,True,"Blurry building facade and tracks, no overlaid text.",exclude,,,
streetview/berlin_jewish/151791386956100.jpg,berlin_jewish,3,True,False,,street,False,False,4.0,True,Sharp street view with clear context for geolocation.,keep,,,
streetview/berlin_jewish/314484880385575.jpg,berlin_jewish,3,True,False,,street,False,False,4.0,True,"Clear street view with vehicles, trees, and buildings.",keep,,,
streetview/berlin_st/1015346503380416.jpg,berlin_st,3,True,False,,street,False,False,5.0,True,Clear street view with bike lane and signs.,keep,,,
streetview/berlin_st/477577623572574.jpg,berlin_st,3,True,False,,street,False,False,4.0,True,Clear street view with no overlays and good context.,keep,,,
streetview/berlin_st/479461686629743.jpg,berlin_st,3,True,False,,street,True,False,3.0,True,"Blurry car-window view showing building, sign, and bicycle.",keep,,,
streetview/bogota_general/2911654482489566.jpg,bogota_general,3,True,False,,street,False,False,4.0,True,Clear street-level view with shopfront context.,keep,,,
streetview/bogota_national/3211043612444726.jpg,bogota_national,3,True,False,,street,False,False,4.0,True,"Clear street view with bridge, road, and graffiti context.",keep,,,
streetview/bogota_planetarium/290861145945085.jpg,bogota_planetarium,3,True,False,,street,False,False,4.0,True,"Clear street scene with buildings, signs, pedestrians, and road context.",keep,,,
streetview/bogota_planetarium/3254308641462822.jpg,bogota_planetarium,3,True,False,,street,False,False,4.0,True,"No overlaid text, clear street context with signs and buildings.",keep,,,
streetview/bogota_planetarium/3821181418008164.jpg,bogota_planetarium,3,True,False,,street,False,False,3.0,True,"Street scene with visible signs and buildings, no overlaid text.",keep,,,
streetview/boston_chinatown/1132720907192718.jpg,boston_chinatown,3,True,False,,street,False,False,4.0,True,Clear street-level view with sharp buildings and signage,keep,,,
streetview/boston_chinatown/1139899809822187.jpg,boston_chinatown,3,True,False,,vehicle_interior,True,False,4.0,False,Shot from inside vehicle with dashboard visible,keep,,,
streetview/boston_chinatown/150026060425536.jpg,boston_chinatown,3,True,False,,street,False,False,4.0,True,"Clear street scene, no overlay, lots of visual context.",keep,,,
streetview/boston_longfellow/1021417959677045.jpg,boston_longfellow,3,False,False,,street,False,False,4.0,True,"Clear street-level view with lamps, road, and city skyline.",exclude,,,
streetview/boston_longfellow/1281852735775744.jpg,boston_longfellow,3,True,False,,street,False,False,4.0,True,"Clear street view with bridge, road, and signage.",keep,,,
streetview/boston_longfellow/1473516979961618.jpg,boston_longfellow,3,True,False,,street,False,False,4.0,True,"Clear street scene with train, road, bike lane, and city skyline context.",keep,,,
streetview/boston_park/1328088438137398.jpg,boston_park,3,True,False,,street,False,False,4.0,True,Clear park path with no text overlay or glass,keep,,,
streetview/boston_park/320428059430656.jpg,boston_park,3,True,False,,street,False,False,4.0,True,Clear street view with buildings and signs,keep,,,
streetview/boston_park/367722097945156.jpg,boston_park,3,True,False,,street,False,False,4.0,True,"Clear street scene with buildings, signs, and road context.",keep,,,
streetview/budapest_batthyny/1024515582643671.jpg,budapest_batthyny,3,True,False,,street,False,False,3.0,True,"Street scene with readable storefront signs, no overlaid text.",keep,,,
streetview/budapest_batthyny/1026733506257431.jpg,budapest_batthyny,3,True,False,,street,False,False,4.0,True,"Parliament and river visible, foreground blurred but landmark clear.",keep,,,
streetview/budapest_batthyny/1173677500919569.jpg,budapest_batthyny,3,False,False,,street,False,False,4.0,True,"No overlay, clear street scene with building and sign context.",exclude,,,
streetview/budapest_museum/1062260027616833.jpg,budapest_museum,3,True,False,,street,True,False,4.0,True,"Clear street scene with traffic and signs, shot through windshield.",keep,,,
streetview/budapest_museum/2138556436542657.jpg,budapest_museum,3,False,False,,street,False,False,2.0,True,Blurry night street scene with buildings and lights.,exclude,,,
streetview/budapest_museum/992889411520599.jpg,budapest_museum,3,False,False,,street,False,False,4.0,True,"Clear street-level wall and door, no overlaid text.",exclude,,,
streetview/budapest_university/1035925578399762.jpg,budapest_university,3,True,False,,street,False,False,4.0,True,Clear street scene with shops and cars; no overlays.,keep,,,
streetview/budapest_university/1081666687139156.jpg,budapest_university,3,False,False,,street,False,False,2.0,True,"Blurred street scene with red SUV and buildings, still usable for context.",exclude,,,
streetview/budapest_university/129272929953107.jpg,budapest_university,3,True,False,,vehicle_interior,True,False,4.0,False,Scene is from inside a vehicle with dashboard visible.,keep,,,
streetview/cdmx_condesa/2930139557273574.jpg,cdmx_condesa,2,True,False,,street,False,,4.0,True,"Clear street view with cars, trees, and buildings.",keep,,,
streetview/cdmx_condesa/303707484528207.jpg,cdmx_condesa,2,True,False,,street,False,,4.0,True,"distinctive building, street layout, and unique trees provide clear context.",keep,,,
streetview/cdmx_condesa/829036801293483.jpg,cdmx_condesa,2,True,False,,street,False,,4.0,True,"Clear street view with cars, buildings, signage, and vegetation.",keep,,,
streetview/cdmx_roma/1142884273600133.jpg,cdmx_roma,2,True,False,,vehicle_interior,False,,4.0,False,Vehicle interior view with dashboard visible.,keep,,,
streetview/cdmx_roma/1263599267730043.jpg,cdmx_roma,2,True,False,,street,False,,4.0,True,"Clear street view with signs, vehicles, and context.",keep,,,
streetview/cdmx_roma/1414870038873478.jpg,cdmx_roma,2,True,False,,street,False,,4.0,True,Clear street scene with distinct vehicles and signage.,keep,,,
streetview/cdmx_roma/1629210250800861.jpg,cdmx_roma,2,False,False,,street,False,,4.0,True,legible street signs and street context,exclude,,,
streetview/cdmx_roma/181043770429835.jpg,cdmx_roma,2,True,False,,street,False,,4.0,True,"Clear street view with vehicles, trees, and signage.",keep,,,
streetview/cdmx_roma/1971177643281471.jpg,cdmx_roma,2,False,False,,street,False,,4.0,True,Clear street context with signage and buildings.,exclude,,,
streetview/cdmx_roma/224597872345737.jpg,cdmx_roma,2,False,False,,street,False,,2.0,True,"Blurry street scene with cars, trees, and buildings visible.",exclude,,,
streetview/cdmx_roma/226235372175315.jpg,cdmx_roma,2,True,False,,street,False,,4.0,True,"Clear street view with trees, cars, buildings, and signage",keep,,,
streetview/cdmx_roma/272596447880534.jpg,cdmx_roma,2,True,False,,street,False,,4.0,True,Clear street view with ample context.,keep,,,
streetview/cdmx_roma/298459351856028.jpg,cdmx_roma,2,True,False,,street,False,,4.0,True,"Clear street with vehicles, cyclists, and trees.",keep,,,
streetview/cdmx_roma/3812573995528964.jpg,cdmx_roma,2,True,False,,street,False,,4.0,True,Clear street view with good lighting and context.,keep,,,
streetview/cdmx_roma/759418481383850.jpg,cdmx_roma,2,True,False,,street,False,,4.0,True,"Clear street, readable vehicles, no overlay text.",keep,,,
streetview/copenhagen_castle/1140069433587404.jpg,copenhagen_castle,3,True,False,,street,False,False,4.0,True,Clear cobblestone street with historic yellow building and bench context.,keep,,,
streetview/copenhagen_castle/1678099915917307.jpg,copenhagen_castle,3,True,False,,street,False,False,4.0,True,Clear street-level view with ample architectural and water context.,keep,,,
streetview/copenhagen_castle/295997956442985.jpg,copenhagen_castle,3,True,False,,vehicle_interior,False,False,4.0,False,"Boat interior with canal view, no overlays, clear context.",keep,,,
streetview/copenhagen_det/1229542860808572.jpg,copenhagen_det,3,True,False,,street,False,False,5.0,True,"Sharp, clear, contextual outdoor scene",keep,,,
streetview/copenhagen_det/4029585117102461.jpg,copenhagen_det,3,True,False,,street,False,False,4.0,True,Clear street view with distinctive architecture and signage.,keep,,,
streetview/copenhagen_det/509032783588683.jpg,copenhagen_det,3,True,False,,street,False,False,4.0,True,"Outdoor path, no overlay, good context.",keep,,,
streetview/copenhagen_museum/1103000450178625.jpg,copenhagen_museum,3,True,False,,street,True,False,4.0,True,"Street view from inside a vehicle, clear and usable.",keep,,,
streetview/copenhagen_museum/1443578153073100.jpg,copenhagen_museum,3,True,False,,street,True,False,4.0,True,Clear street view with vehicle and signage; sun glare slightly reduces sharpness.,keep,,,
streetview/copenhagen_museum/164253728966649.jpg,copenhagen_museum,3,True,False,,street,False,False,4.0,True,"Clear street scene with signage and road markings, no overlay text.",keep,,,
streetview/delhi_holy/202951374759492.jpg,delhi_holy,3,True,False,,street,False,False,4.0,True,Clear street view with building signage and vehicles.,keep,,,
streetview/delhi_holy/483448862860254.jpg,delhi_holy,3,True,False,,street,False,False,3.0,True,"No overlay text, clear street scene with signs and car.",keep,,,
streetview/delhi_holy/880384989205695.jpg,delhi_holy,3,True,False,,street,False,False,4.0,True,"Clear street scene with signage and vehicles, no overlaid text.",keep,,,
streetview/delhi_national/1260106132920104.jpg,delhi_national,3,True,False,,street,True,False,4.0,True,"Clear street scene with dashcam overlay, no place names in overlay.",keep,,,
streetview/delhi_national/172129334780144.jpg,delhi_national,3,True,False,,street,True,False,4.0,True,"Street scene from car, dome landmark, no overlay text.",keep,,,
streetview/delhi_national/26954483950805742.jpg,delhi_national,3,True,False,DDPAI mola N3 Pro Front 2026-01-23 15:09:34 36.7km/h,street,True,False,4.0,True,Clear street view with readable signs and vehicles.,keep,,,
streetview/delhi_vijay/1233921318902536.jpg,delhi_vijay,3,True,False,DDPAI mola N3 Pro Front 2026-01-21 16:36:33 17.9km/h,street,True,False,4.0,True,Dashcam street view with timestamp overlay; no place names in overlay.,keep,,,
streetview/delhi_vijay/1485255096489604.jpg,delhi_vijay,3,True,False,,street,True,False,4.0,True,Clear street scene through dashcam glass; no place-naming overlay.,keep,,,
streetview/delhi_vijay/2193101494760759.jpg,delhi_vijay,3,True,False,DDPAI mola N3 Pro Front 2026-01-21 16:35:36 8.7km/h,street,False,False,4.0,True,Standard dashcam street view with adequate context.,keep,,,
streetview/edinburgh_dugald/1246019787240480.jpg,edinburgh_dugald,3,True,False,,street,False,False,5.0,True,Clear street-level view with sharp details and ample context.,keep,,,
streetview/edinburgh_dugald/311365897154599.jpg,edinburgh_dugald,3,True,False,,street,False,False,4.0,True,"Clear street view with road, building, and signage context.",keep,,,
streetview/edinburgh_dugald/517348153009605.jpg,edinburgh_dugald,3,True,False,,other,False,False,4.0,False,"Elevated high-vantage cityscape, not a street-level view.",keep,,,
streetview/edinburgh_greyfriars/2026854387467094.jpg,edinburgh_greyfriars,3,True,False,,street,False,False,4.0,True,"Clear street view with buildings, road, and sky.",keep,,,
streetview/edinburgh_greyfriars/218209422974090.jpg,edinburgh_greyfriars,3,True,False,,street,False,False,4.0,True,"Clear cobbled street, cars, buildings, and castle backdrop provide strong context.",keep,,,
streetview/edinburgh_greyfriars/7699225470154293.jpg,edinburgh_greyfriars,3,True,False,,street,False,False,4.0,True,"Street scene with clear buildings, road markings, and no overlay text.",keep,,,
streetview/edinburgh_museum/271753677984487.jpg,edinburgh_museum,3,True,False,,street,False,False,3.0,True,"Fog obscures distant context, but road markings and green wall provide clues.",keep,,,
streetview/edinburgh_museum/525762295112142.jpg,edinburgh_museum,3,True,False,,street,False,False,4.0,True,"Clear street view with road, fence, and building; no overlay text.",keep,,,
streetview/edinburgh_museum/730005887692629.jpg,edinburgh_museum,3,True,False,,street,False,False,4.0,True,"Street scene with clear signage, bridge, and distinct architecture.",keep,,,
streetview/hanoi_botanic/1034940767034025.jpg,hanoi_botanic,3,True,False,,street,False,False,4.0,True,"No overlaid text, clear street view with good context.",keep,,,
streetview/hanoi_botanic/2822470768069735.jpg,hanoi_botanic,3,True,False,,street,False,False,4.0,True,"Clear street view with trees, road, and fences.",keep,,,
streetview/hanoi_botanic/4273434689334287.jpg,hanoi_botanic,3,False,False,,street,False,False,4.0,True,"Clear park path with pond, trees, and lighting, no overlaid text.",exclude,,,
streetview/hanoi_college/1032004085228168.jpg,hanoi_college,3,True,False,,vehicle_interior,True,False,4.0,False,"Vehicle interior shot through glass, so not street type.",keep,,,
streetview/hanoi_college/1052460623538309.jpg,hanoi_college,3,True,False,,street,True,False,4.0,True,"Clear street view with signage, vehicle, and road context.",keep,,,
streetview/hanoi_college/1133896424780177.jpg,hanoi_college,3,True,False,,street,True,False,3.0,True,"Street scene through glass, glare, no overlaid text.",keep,,,
streetview/hanoi_well/1104374688335512.jpg,hanoi_well,3,True,False,,vehicle_interior,True,False,4.0,False,Vehicle interior with dashboard visible,keep,,,
streetview/hanoi_well/1390432642176100.jpg,hanoi_well,3,True,False,,vehicle_interior,True,False,3.0,False,Shot from vehicle interior with dashboard and reflections.,keep,,,
streetview/hanoi_well/1751010982521190.jpg,hanoi_well,3,False,False,,vehicle_interior,True,False,3.0,False,Shot from inside vehicle with dashboard visible and windshield glare.,exclude,,,
streetview/hongkong_fortress/4201294313514283.jpg,hongkong_fortress,3,True,False,,street,False,False,4.0,True,"No overlay text, clear street scene with ample signage and vehicles.",keep,,,
streetview/hongkong_fortress/484105032839269.jpg,hongkong_fortress,3,True,False,,street,True,False,4.0,True,Street view from car with clear visual cues.,keep,,,
streetview/hongkong_fortress/801743790724000.jpg,hongkong_fortress,3,True,False,,street,False,False,4.0,True,"Clear street view with buildings, signage, and road markings.",keep,,,
streetview/hongkong_sai/1892109930940437.jpg,hongkong_sai,3,False,False,,street,False,False,2.0,True,Blurry wall and buildings provide some context but no clear signage.,exclude,,,
streetview/hongkong_sai/3051252728424529.jpg,hongkong_sai,3,True,False,,vehicle_interior,True,False,4.0,False,Shot from inside a vehicle with dashboard visible,keep,,,
streetview/hongkong_sai/314955906669581.jpg,hongkong_sai,3,False,False,,street,False,False,3.0,True,"Blurry fisheye street view with building, tree, and fence context.",exclude,,,
streetview/hongkong_statue/152782060184154.jpg,hongkong_statue,3,False,False,,street,False,False,2.0,True,"Blurry street scene with road markings, overpass, and buildings.",exclude,,,
streetview/hongkong_statue/291420882589691.jpg,hongkong_statue,3,False,False,,street,False,False,5.0,True,"No overlay, clear street view with signs and context.",exclude,,,
streetview/hongkong_statue/478301073396612.jpg,hongkong_statue,3,True,False,,street,True,False,4.0,True,Clear street view with multiple buildings and signage.,keep,,,
streetview/lima_alejandro/473324287286295.jpg,lima_alejandro,3,True,False,,street,False,False,4.0,True,Clear street view with signage and architecture.,keep,,,
streetview/lima_alejandro/865769387818664.jpg,lima_alejandro,3,False,True,Peru Lima 2022/12/3 21:44:01 Author: Kaart Lat: -12.069888 S Lon: -77.025508 W,street,False,False,4.0,False,"Overlay text names Lima and gives coordinates, making it unusable.",exclude,answer_leak_gps_watermark,,水印含精确经纬度坐标，直接泄漏拍摄位置
streetview/lima_equestrian/1304289493477852.jpg,lima_equestrian,3,False,True,Peru Lima 2022/12/3 17:2:46.200000 Author: Koart Lat: -12.048629 S Lon: -77.025295 W,vehicle_interior,True,False,4.0,False,"Overlay names Lima, shot from car with dashboard.",exclude,answer_leak_gps_watermark,,水印含精确经纬度坐标，直接泄漏拍摄位置
streetview/lima_equestrian/160574666768339.jpg,lima_equestrian,3,False,True,Peru Lima 2022/12/3 14:52:03.800000 Author: Kaart Lat: -12.046024 S Lon: -77.025887 W,street,False,False,4.0,False,Overlay text names Lima and coordinates.,exclude,,,
streetview/lima_equestrian/842041836690620.jpg,lima_equestrian,3,True,False,,street,False,False,4.0,True,"Street view with clear vehicles and buildings, no overlay text.",keep,,,
streetview/lima_estadio/1231351144798127.jpg,lima_estadio,3,True,False,,street,False,False,4.0,True,"Street view with trees, road, and camera watermark.",keep,,,
streetview/lima_estadio/127288426707682.jpg,lima_estadio,3,True,False,,street,False,False,4.0,True,Clear street view with signage and metadata,keep,,,
streetview/lima_estadio/1389652628077033.jpg,lima_estadio,3,True,False,,street,False,False,4.0,True,Clear street view with distinctive building and vehicles.,keep,,,
streetview/lisbon_cais/1136617100083954.jpg,lisbon_cais,3,True,False,,vehicle_interior,True,False,4.0,False,Shot from inside a car with dashboard and reflections; not a street-level view.,keep,,,
streetview/lisbon_cais/1791686157672160.jpg,lisbon_cais,3,True,False,,street,True,False,4.0,True,"Street view with clear road, vehicle, buildings, and context.",keep,,,
streetview/lisbon_cais/1911745142313677.jpg,lisbon_cais,3,True,False,,street,False,False,4.0,True,"Clear street view with buildings, road, and pedestrians, no overlay text.",keep,,,
streetview/lisbon_edward/167520445213940.jpg,lisbon_edward,3,False,False,,street,False,False,0.0,False,"Extremely blurry image, no readable details for geolocation.",exclude,,,
streetview/lisbon_edward/806328096958216.jpg,lisbon_edward,3,True,False,,street,False,False,4.0,True,Clear street view with landmarks and signage.,keep,,,
streetview/lisbon_martim/1568835170174802.jpg,lisbon_martim,3,True,False,,street,False,False,5.0,True,"Clear street view with building, cobblestones, and side mirror.",keep,,,
streetview/lisbon_martim/2856142347994065.jpg,lisbon_martim,3,True,False,,street,False,False,4.0,True,Clear street view; no text overlay or glass obstruction.,keep,,,
streetview/lisbon_martim/503285432603219.jpg,lisbon_martim,3,True,False,,street,False,False,4.0,True,Clear street view with buildings and signage.,keep,,,
streetview/london_barbican/1361743458255077.jpg,london_barbican,3,False,False,,street,False,False,4.0,True,Clear outdoor street scene with ample context,exclude,,,
streetview/london_barbican/1909376969913407.jpg,london_barbican,3,False,False,,street,False,False,4.0,True,"Sharp street view with building, trees, road, and sidewalk context.",exclude,,,
streetview/london_barbican/239277707973166.jpg,london_barbican,3,True,False,,street,False,False,4.0,True,Clear street scene with legible road markings and signage.,keep,,,
streetview/london_covent/1320453508348883.jpg,london_covent,2,False,False,,street,False,,3.0,True,Usable due to visible street context despite low light blur.,exclude,,,
streetview/london_covent/148314444396252.jpg,london_covent,2,False,False,,street,False,,4.0,True,"Clear street scene, no overlaid text, good context.",exclude,,,
streetview/london_covent/199929678452956.jpg,london_covent,2,False,False,,street,False,,3.0,True,"Street scene with vehicles, buildings, and context visible.",exclude,,,
streetview/london_covent/2047973052781413.jpg,london_covent,2,True,False,,street,False,,4.0,True,"Clear pedestrian street with signs, buildings, and vehicles",keep,,,
streetview/london_covent/278035297155696.jpg,london_covent,2,False,False,,indoor,False,,4.0,False,"Scene is an indoor market, not a street view.",exclude,indoor,ai,室内市场（Covent Garden Market 确实是室内），非街景
streetview/london_covent/293884165716884.jpg,london_covent,2,True,False,,street,False,,4.0,True,Street level view with clear signage and context.,keep,,,
streetview/london_covent/309268903937337.jpg,london_covent,2,True,False,,street,False,,3.0,True,Blurry but clear street-level view with cars and pedestrians,keep,,,
streetview/london_covent/3194845750843739.jpg,london_covent,2,True,False,,street,False,,5.0,True,No overlay; clear street view with ample context.,keep,,,
streetview/london_covent/498399731282354.jpg,london_covent,2,True,False,,street,False,,4.0,True,"Clear street scene with signs, buses, and architecture.",keep,,,
streetview/london_covent/604523014318423.jpg,london_covent,2,False,False,,street,False,,5.0,True,"Sharp outdoor street view, clear architecture and signs.",exclude,,,
streetview/london_covent/839979716674074.jpg,london_covent,2,True,False,,street,False,,4.0,True,Sharp street view with clear buildings and signage.,keep,,,
streetview/london_covent/927061688028907.jpg,london_covent,2,True,False,,street,False,,4.0,True,"Clear street scene with buildings, cars, and pedestrians.",keep,,,
streetview/london_lambeth/142530148444305.jpg,london_lambeth,3,True,False,,street,False,False,4.0,True,"Clear street view with distinct architecture, paths, and sky context.",keep,,,
streetview/london_lambeth/636880698481673.jpg,london_lambeth,3,True,False,,street,False,False,4.0,True,"Clear street view with buildings, cyclist, and no overlay text.",keep,,,
streetview/london_lambeth/759613319189127.jpg,london_lambeth,3,True,False,,street,False,False,4.0,True,"Clear street view with building, trees, and fence signage.",keep,,,
streetview/london_nottinghill/1034221207185640.jpg,london_nottinghill,2,True,False,,street,False,,4.0,True,Clear street-level view with signs and landmarks.,keep,,,
streetview/london_nottinghill/1083111347497422.jpg,london_nottinghill,2,True,False,,street,False,,4.0,True,"Clear street scene with buildings, road markings, and pedestrians.",keep,,,
